@RELATION CornellMovies_v2

@ATTRIBUTE positive_adjectives_count REAL
@ATTRIBUTE negative_adjectives_count REAL
@ATTRIBUTE positive_to_negative_ratio_of_adjectives_count REAL
@ATTRIBUTE positive_to_negative_ratio_of_adverbs_count REAL
@ATTRIBUTE positive_to_negative_ratio_of_verbs_count REAL
@ATTRIBUTE positive_adverbs_count_and_bigrams_with_adverbs REAL
@ATTRIBUTE negative_adverbs_count_and_bigrams_with_adverbs REAL
@ATTRIBUTE positive_verbs_count_and_bigrams_with_verbs REAL
@ATTRIBUTE negative_verbs_count_and_bigrams_with_verbs REAL
@ATTRIBUTE positive_adjectives_count_and_bigrams_with_adjectives REAL
@ATTRIBUTE negative_adjectives_count_and_bigrams_with_adjectives REAL
@ATTRIBUTE positive_to_negative_ratio_of_adjectives_count_and_bigrams_with_adjectives REAL
@ATTRIBUTE positive_to_negative_ratio_of_adverbs_count_and_bigrams_with_adverbs REAL
@ATTRIBUTE positive_to_negative_ratio_of_verbs_count_and_bigrams_with_verbs REAL
@ATTRIBUTE selected_ngrams_count REAL
@ATTRIBUTE original_document_size REAL
@ATTRIBUTE positive_unigrams_and_bigrams_count REAL
@ATTRIBUTE negative_unigrams_and_bigrams_count REAL
@ATTRIBUTE percentage_of_negated_ngrams_by_document_size REAL
@ATTRIBUTE positive_to_negative_ratio_of_unigrams_and_bigrams_count REAL
@ATTRIBUTE positive_unigrams_bigrams_and_trigrams_count REAL
@ATTRIBUTE negative_unigrams_bigrams_and_trigrams_count REAL
@ATTRIBUTE positive_to_negative_ratio_of_unigrams_bigrams_and_trigrams_count REAL
@ATTRIBUTE positive_adjectives_sum REAL
@ATTRIBUTE negative_adjectives_sum REAL
@ATTRIBUTE positive_to_negative_ratio_of_adjectives_sum REAL
@ATTRIBUTE positive_to_negative_ratio_of_adverbs_sum REAL
@ATTRIBUTE positive_to_negative_ratio_of_verbs_sum REAL
@ATTRIBUTE sum_ratio_of_positive_adjectives REAL
@ATTRIBUTE sum_ratio_of_positive_adverbs REAL
@ATTRIBUTE sum_ratio_of_positive_verbs REAL
@ATTRIBUTE sum_ratio_of_negative_adjectives REAL
@ATTRIBUTE sum_ratio_of_negative_adverbs REAL
@ATTRIBUTE sum_ratio_of_negative_verbs REAL
@ATTRIBUTE positive_adverbs_sum_and_bigrams_with_adverbs REAL
@ATTRIBUTE negative_adverbs_sum_and_bigrams_with_adverbs REAL
@ATTRIBUTE positive_verbs_sum_and_bigrams_with_verbs REAL
@ATTRIBUTE negative_verbs_sum_and_bigrams_with_verbs REAL
@ATTRIBUTE positive_adjectives_sum_and_bigrams_with_adjectives REAL
@ATTRIBUTE negative_adjectives_sum_and_bigrams_with_adjectives REAL
@ATTRIBUTE positive_to_negative_ratio_of_adjectives_sum_and_bigrams_with_adjectives REAL
@ATTRIBUTE positive_to_negative_ratio_of_adverbs_sum_and_bigrams_with_adverbs REAL
@ATTRIBUTE positive_to_negative_ratio_of_verbs_sum_and_bigrams_with_verbs REAL
@ATTRIBUTE sum_ratio_of_positive_adjectives_and_bigrams_with_adjectives REAL
@ATTRIBUTE sum_ratio_of_negative_adjectives_and_bigrams_with_adjectives REAL
@ATTRIBUTE sum_ratio_of_positive_adverbs_and_bigrams_with_adverbs REAL
@ATTRIBUTE sum_ratio_of_negative_adverbs_and_bigrams_with_adverbs REAL
@ATTRIBUTE sum_ratio_of_positive_verbs_and_bigrams_with_verbs REAL
@ATTRIBUTE sum_ratio_of_negative_verbs_and_bigrams_with_verbs REAL
@ATTRIBUTE positive_unigrams_and_bigrams_sum REAL
@ATTRIBUTE negative_unigrams_and_bigrams_sum REAL
@ATTRIBUTE sum_ratio_of_positive_unigrams_and_bigrams REAL
@ATTRIBUTE sum_ratio_of_negative_unigrams_and_bigrams REAL
@ATTRIBUTE positive_to_negative_ratio_of_unigrams_and_bigrams_sum REAL
@ATTRIBUTE positive_unigrams_bigrams_and_trigrams_sum REAL
@ATTRIBUTE negative_unigrams_bigrams_and_trigrams_sum REAL
@ATTRIBUTE sum_ratio_of_positive_unigrams_bigrams_and_trigrams REAL
@ATTRIBUTE sum_ratio_of_negative_unigrams_bigrams_and_trigrams REAL
@ATTRIBUTE positive_to_negative_ratio_of_unigrams_bigrams_and_trigrams_sum REAL
@ATTRIBUTE max_rule_for_adjective REAL
@ATTRIBUTE max_rule_for_adverbs_and_bigrams_with_adverbs REAL
@ATTRIBUTE max_rule_for_verbs_and_bigrams_with_verbs REAL
@ATTRIBUTE max_rule_for_adjective_and_bigrams_with_adjectives REAL
@ATTRIBUTE max_rule_for_unigrams_and_bigrams REAL
@ATTRIBUTE max_rule_for_unigrams_bigrams_and_trigrams REAL
@ATTRIBUTE polarity {positive, negative}

@DATA
22,6,16,1,0,1,0,0,0,22,6,16,1,0,29,284,23,6,0.0,17,23,6,17,7.16346,-1.39983,5.76363,0.39079,0,0.0252234507042,0.00137602112676,0.0,-0.00492897887324,0.0,0.0,0.39079,0,0,0,7.16346,-1.39983,5.76363,0.39079,0,0.0252234507042,-0.00492897887324,0.00137602112676,0.0,0.0,0.0,7.55425,-1.39983,0.026599471831,-0.00492897887324,6.15442,7.55425,-1.39983,0.026599471831,-0.00492897887324,8.95408,1,1,-1,1,1,1,positive
5,1,4,2,0,2,0,0,0,5,1,4,2,0,8,117,7,1,0.0,6,7,1,6,1.51016,-0.297315,1.212845,0.28082,0,0.0129073504274,0.00240017094017,0.0,-0.00254115384615,0.0,0.0,0.28082,0,0,0,1.51016,-0.297315,1.212845,0.28082,0,0.0129073504274,-0.00254115384615,0.00240017094017,0.0,0.0,0.0,1.79098,-0.297315,0.0153075213675,-0.00254115384615,1.493665,1.79098,-0.297315,0.0153075213675,-0.00254115384615,2.088295,1,1,-1,1,1,1,positive
26,8,18,0,0,0,0,0,0,27,10,17,0,0,37,529,27,10,0.0,17,27,10,17,7.21022,-3.031335,4.178885,0,0,0.013629905482,0.0,0.0,-0.00573031190926,0.0,0.0,0,0,0,0,7.30502,-3.53337,3.77165,0,0,0.0138091115312,-0.00667933837429,0.0,0.0,0.0,0.0,7.30502,-3.53337,0.0138091115312,-0.00667933837429,3.77165,7.30502,-3.53337,0.0138091115312,-0.00667933837429,10.83839,1,-1,-1,1,1,1,positive
29,4,25,-2,0,0,2,0,0,29,5,24,-2,0,36,306,29,7,0.0,22,29,7,22,7.91346,-2.10858,5.80488,-1.015125,0,0.0258609803922,0.0,0.0,-0.00689078431373,-0.00331740196078,0.0,0,-1.015125,0,0,7.91346,-2.78745,5.12601,-1.015125,0,0.0258609803922,-0.00910931372549,0.0,-0.00331740196078,0.0,0.0,7.91346,-3.802575,0.0258609803922,-0.0124267156863,4.110885,7.91346,-3.802575,0.0258609803922,-0.0124267156863,11.716035,0,0,-1,0,0,0,positive
27,3,24,0,0,1,1,0,0,27,4,23,0,0,33,284,28,5,0.0,23,28,5,23,8.32797,-1.06512,7.26285,0.08991,0,0.0293238380282,0.000633908450704,0.0,-0.00375042253521,-0.000317323943662,0.0,0.18003,-0.09012,0,0,8.32797,-1.271385,7.056585,0.08991,0,0.0293238380282,-0.00447670774648,0.000633908450704,-0.000317323943662,0.0,0.0,8.508,-1.361505,0.0299577464789,-0.00479403169014,7.146495,8.508,-1.361505,0.0299577464789,-0.00479403169014,9.869505,1,1,-1,1,1,1,positive
32,8,24,2,0,4,1,0,0,35,11,24,3,0,51,731,39,12,0.00273597811218,27,39,12,27,8.17883166667,-2.639325,5.53950666667,0.32925,0,0.0111885522116,0.000573693570451,0.0,-0.00361056771546,-0.000123283173735,0.0,0.76352,-0.09012,0,0,9.16688866667,-3.243135,5.92375366667,0.6734,0,0.0125402033744,-0.00443657318741,0.0010444870041,-0.000123283173735,0.0,0.0,9.93040866667,-3.333255,0.0135846903785,-0.00455985636115,6.59715366667,9.93040866667,-3.333255,0.0135846903785,-0.00455985636115,13.2636636667,0,1,-1,0,0,0,positive
14,6,8,-1,0,0,1,0,0,15,6,9,-1,0,22,294,15,7,0.0,8,15,7,8,4.7411,-2.193675,2.547425,-0.43125,0,0.0161261904762,0.0,0.0,-0.00746147959184,-0.00146683673469,0.0,0,-0.43125,0,0,5.39118,-2.193675,3.197505,-0.43125,0,0.0183373469388,-0.00746147959184,0.0,-0.00146683673469,0.0,0.0,5.39118,-2.624925,0.0183373469388,-0.00892831632653,2.766255,5.39118,-2.624925,0.0183373469388,-0.00892831632653,8.016105,0,0,-1,0,0,0,positive
11,3,8,3,0,4,0,0,0,11,3,8,4,0,18,228,15,3,0.0,12,15,3,12,4.89041,-1.800795,3.089615,0.354895,0,0.0214491666667,0.00155655701754,0.0,-0.00789822368421,0.0,0.0,0.57568875,0,0,0,4.89041,-1.800795,3.089615,0.57568875,0,0.0214491666667,-0.00789822368421,0.00252495065789,0.0,0.0,0.0,5.46609875,-1.800795,0.0239741173246,-0.00789822368421,3.66530375,5.46609875,-1.800795,0.0239741173246,-0.00789822368421,7.26689375,0,1,-1,0,0,0,positive
17,5,12,1,0,1,0,0,0,19,5,14,1,0,25,350,20,5,0.0,15,20,5,15,3.9108,-1.08864,2.82216,0.08252,0,0.0111737142857,0.000235771428571,0.0,-0.0031104,0.0,0.0,0.08252,0,0,0,5.36586,-1.08864,4.27722,0.08252,0,0.0153310285714,-0.0031104,0.000235771428571,0.0,0.0,0.0,5.44838,-1.08864,0.0155668,-0.0031104,4.35974,5.44838,-1.08864,0.0155668,-0.0031104,6.53702,1,1,-1,1,1,1,positive
76,35,41,5,0,7,2,0,0,77,40,37,5,0,126,1226,84,42,0.000815660685155,42,84,42,42,19.45552,-11.845935,7.609585,1.073105,0,0.0158691027732,0.00128739804241,0.0,-0.0096622634584,-0.000412108482871,0.0,1.57835,-0.505245,0,0,19.49806,-14.00312,5.49494,1.073105,0,0.0159038009788,-0.0114217944535,0.00128739804241,-0.000412108482871,0.0,0.0,21.07641,-14.508365,0.0171911990212,-0.0118339029364,6.568045,21.07641,-14.508365,0.0171911990212,-0.0118339029364,35.584775,0,1,-1,0,0,0,negative
19,4,15,1,0,2,0,0,0,19,5,14,2,0,26,255,21,5,0.0,16,21,5,16,6.6784,-2.094105,4.584295,0.17826,0,0.0261898039216,0.000699058823529,0.0,-0.00821217647059,0.0,0.0,0.30034,0,0,0,6.6784,-2.844255,3.834145,0.30034,0,0.0261898039216,-0.0111539411765,0.00117780392157,0.0,0.0,0.0,6.97874,-2.844255,0.0273676078431,-0.0111539411765,4.134485,6.97874,-2.844255,0.0273676078431,-0.0111539411765,9.822995,1,1,-1,0,0,0,positive
5,9,-4,0,0,0,0,0,0,5,9,-4,0,0,15,199,5,9,0.0,-4,5,10,-5,2.08274,-4.32042,-2.23768,0,0,0.0104660301508,0.0,0.0,-0.0217106532663,0.0,0.0,0,0,0,0,2.08274,-4.32042,-2.23768,0,0,0.0104660301508,-0.0217106532663,0.0,0.0,0.0,0.0,2.08274,-4.32042,0.0104660301508,-0.0217106532663,-2.23768,2.08274,-4.37478,0.0104660301508,-0.0219838190955,6.45752,0,-1,-1,0,0,0,negative
34,10,24,3,0,6,3,0,0,34,10,24,3,0,53,770,40,13,0.0,27,40,13,27,6.73655,-2.45229,4.28426,0.336465,0,0.00874876623377,0.00104668831169,0.0,-0.00318479220779,-0.000609720779221,0.0,0.80595,-0.469485,0,0,6.73655,-2.45229,4.28426,0.336465,0,0.00874876623377,-0.00318479220779,0.00104668831169,-0.000609720779221,0.0,0.0,7.5425,-2.921775,0.00979545454545,-0.00379451298701,4.620725,7.5425,-2.921775,0.00979545454545,-0.00379451298701,10.464275,1,1,-1,1,1,1,negative
18,13,5,1,0,3,1,0,0,18,15,3,2,0,37,389,21,16,0.0,5,21,16,5,4.50393,-8.242695,-3.738765,0.328935,0,0.0115782262211,0.00191275064267,0.0,-0.0211894473008,-0.00106715938303,0.0,0.92232,-0.415125,0,0,4.50393,-9.87308625,-5.36915625,0.507195,0,0.0115782262211,-0.0253806844473,0.00237100257069,-0.00106715938303,0.0,0.0,5.42625,-10.28821125,0.0139492287918,-0.0264478438303,-4.86196125,5.42625,-10.28821125,0.0139492287918,-0.0264478438303,15.71446125,0,0,-1,0,0,0,negative
9,2,7,0,0,1,2,0,0,11,5,6,-1,0,19,222,12,7,0.0225225225225,5,12,7,5,3.84146,-0.896385,2.945075,0.30067,0,0.0173038738739,0.00176031531532,0.0,-0.00403777027027,-0.000405945945946,0.0,0.39079,-0.41009,0,0,5.0847475,-1.895055,3.1896925,-0.0193,0,0.022904268018,-0.00853628378378,0.00176031531532,-0.00184725225225,0.0,0.0,5.4755375,-2.305145,0.0246645833333,-0.010383536036,3.1703925,5.4755375,-2.305145,0.0246645833333,-0.010383536036,7.7806825,0,1,-1,1,1,1,positive
32,16,16,5,0,6,0,0,0,32,18,14,6,0,56,691,38,18,0.00289435600579,20,38,18,20,5.37182,-3.525975,1.845845,0.59085,0,0.00777397973951,0.00085506512301,0.0,-0.00510271345876,0.0,0.0,0.71293,0,0,0,5.37182,-4.051035,1.320785,0.71293,0,0.00777397973951,-0.00586256874096,0.0010317366136,0.0,0.0,0.0,6.08475,-4.051035,0.00880571635311,-0.00586256874096,2.033715,6.08475,-4.051035,0.00880571635311,-0.00586256874096,10.135785,0,1,-1,0,0,0,positive
15,6,9,5,0,5,0,0,0,17,9,8,5,0,31,315,22,9,0.00634920634921,13,22,9,13,6.089295,-1.680345,4.40895,0.74406,0,0.0193310952381,0.0023620952381,0.0,-0.00533442857143,0.0,0.0,0.74406,0,0,0,6.90305,-2.25536,4.64769,0.74406,0,0.0219144444444,-0.00715987301587,0.0023620952381,0.0,0.0,0.0,7.64711,-2.25536,0.0242765396825,-0.00715987301587,5.39175,7.64711,-2.25536,0.0242765396825,-0.00715987301587,9.90247,1,1,-1,1,1,1,positive
14,5,9,0,0,1,0,0,0,14,7,7,1,0,22,245,15,7,0.0,8,15,7,8,5.12699,-0.87588,4.25111,0,0,0.0209264897959,0.0,0.0,-0.00357502040816,0.0,0.0,0.35327,0,0,0,5.12699,-1.14619875,3.98079125,0.35327,0,0.0209264897959,-0.0046783622449,0.00144191836735,0.0,0.0,0.0,5.48026,-1.14619875,0.0223684081633,-0.0046783622449,4.33406125,5.48026,-1.14619875,0.0223684081633,-0.0046783622449,6.62645875,1,1,-1,1,1,1,positive
19,7,12,3,0,3,0,0,0,20,7,13,3,0,30,314,23,7,0.0,16,23,7,16,7.01128,-1.643265,5.368015,0.35327,0,0.0223289171975,0.00112506369427,0.0,-0.00523332802548,0.0,0.0,0.35327,0,0,0,7.4925675,-1.643265,5.8493025,0.35327,0,0.0238616799363,-0.00523332802548,0.00112506369427,0.0,0.0,0.0,7.8458375,-1.643265,0.0249867436306,-0.00523332802548,6.2025725,7.8458375,-1.643265,0.0249867436306,-0.00523332802548,9.4891025,0,1,-1,0,0,0,positive
89,17,72,-3,0,6,7,0,0,114,33,81,-1,0,160,1520,120,40,0.0144736842105,80,120,40,80,19.3436327381,-5.42215125,13.9214814881,-1.01487,0,0.0127260741698,0.000259559210526,0.0,-0.00356720476974,-0.000927236842105,0.0,0.98185,-1.4094,0,0,27.1203399107,-10.3082792857,16.812060625,-0.42755,0,0.0178423288886,-0.00678176268797,0.000645953947368,-0.000927236842105,0.0,0.0,28.1021899107,-11.7176792857,0.018488282836,-0.00770899953008,16.384510625,28.1021899107,-11.7176792857,0.018488282836,-0.00770899953008,39.8198691964,0,0,-1,0,0,0,positive
9,6,3,1,0,2,1,0,0,9,8,1,1,0,20,226,11,9,0.0,2,11,9,2,4.37041,-1.860255,2.510155,-0.32975,0,0.0193380973451,0.0013289380531,0.0,-0.00823121681416,-0.00278800884956,0.0,0.30034,-0.63009,0,0,4.37041,-2.966535,1.403875,-0.32975,0,0.0193380973451,-0.0131262610619,0.0013289380531,-0.00278800884956,0.0,0.0,4.67075,-3.596625,0.0206670353982,-0.0159142699115,1.074125,4.67075,-3.596625,0.0206670353982,-0.0159142699115,8.267375,1,0,-1,0,0,0,negative
7,6,1,-1,0,0,1,0,0,11,7,4,-1,0,19,213,11,8,0.0,3,11,8,3,2.23646,-2.152425,0.084035,-0.05436,0,0.0104998122066,0.0,0.0,-0.0101052816901,-0.000255211267606,0.0,0,-0.05436,0,0,4.19549,-3.003765,1.191725,-0.05436,0,0.0196971361502,-0.0141021830986,0.0,-0.000255211267606,0.0,0.0,4.19549,-3.058125,0.0196971361502,-0.0143573943662,1.137365,4.19549,-3.058125,0.0196971361502,-0.0143573943662,7.253615,0,0,-1,1,1,1,positive
55,18,37,3,0,7,2,0,0,61,26,35,5,0,96,784,68,28,0.00637755102041,40,68,28,40,14.48959,-5.616105,8.873485,0.459481666667,0,0.018481619898,0.00111556972789,0.0,-0.00716339923469,-0.000529496173469,0.0,0.95656,-0.415125,0,0,16.251445,-9.597225,6.65422,0.541435,0,0.0207288839286,-0.0122413584184,0.00122010204082,-0.000529496173469,0.0,0.0,17.208005,-10.01235,0.0219489859694,-0.0127708545918,7.195655,17.208005,-10.01235,0.0219489859694,-0.0127708545918,27.220355,0,1,-1,0,0,0,positive
20,7,13,2,0,2,0,0,0,21,7,14,2,0,30,334,23,7,0.0,16,23,7,16,4.73807,-2.20938,2.52869,0.12208,0,0.0141858383234,0.000365508982036,0.0,-0.00661491017964,0.0,0.0,0.12208,0,0,0,5.25061,-2.20938,3.04123,0.12208,0,0.0157203892216,-0.00661491017964,0.000365508982036,0.0,0.0,0.0,5.37269,-2.20938,0.0160858982036,-0.00661491017964,3.16331,5.37269,-2.20938,0.0160858982036,-0.00661491017964,7.58207,1,1,-1,1,1,1,negative
